Supplier Name,Stage Invoked,Mandatory Restrictions,Reporting Month, REPORTED Total Monthly Potable Water Production 2014/2015 , REPORTED Total Monthly Potable Water Production 2013 ,REPORTED Monthly CII 2014/2015 (Subset of REPORTED Total Monthly Potable Water Production 2014/2015),REPORTED Monthly Ag Use 2014/2015 (This value is removed from REPORTED Total Monthly Potable Water Production 2014/2015 by Water Board staff to obtain CALCULATED Total Monthly Potable Water Production 2014/2015 Gallons),REPORTED Monthly Ag Use 2013 (This value is removed from REPORTED Total Monthly Potable Water Production 2013 by Water Board Staff to obtain CALCULATED Total Monthly Potable Water Production 2013 Gallons),Optional - REPORTED Recycled Water,REPORTED Units,Qualification,Total Population Served,REPORTED Residential Gallons-per-Capita-Day (R-GPCD) (starting in September 2014),Optional - Enforcement Actions,Optional - Implementation,Conservation Standard (starting in June 2015),Supplier has Agricultural Water Use Exclusion Certification (list of received certifications available at: http://www.waterboards.ca.gov/water_issues/programs/conservation_portal/agriculture/),CALCULATED Total Monthly Potable Water Production 2014/2015 Gallons (Values calculated by Water Board staff. REPORTED Total Monthly Potable Water Production 2014/2015 - REPORTED Monthly Ag Use 2014/2015; converted to gallons.),CALCULATED Total Monthly Potable Water Production 2013 Gallons (Values calculated by Water Board staff. REPORTED Total Monthly Potable Water Production 2013 - REPORTED Monthly Ag Use 2013; converted to gallons.),CALCULATED Monthly CII 2014/2015 (Subset of CALCULATED Total Monthly Potable Water Production 2014/2015 Gallons),CALCULATED R-GPCD 2014/2015 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),% Residential Use,Comments/Corrections,Hydrologic Region
California Water Service Company Dominguez,2,Yes,15-Jun,2819.1,2790.3,1856.8,,,,AF,CII quantity of water includes all non-residential sales.,142154,69.4,"The numbers for the Water Waste Complaints, Contact Follow-ups, and Warning Actions includes: California Water Service Company Palos Verdes (491), California Water Service Company Hermosa/Redondo (467), and Hawthorne City of (405) service areas.",,16%,No,"918,607,758","909,223,237","605,040,930",69.4,32.2,No Correction,South Coast
California Water Service Company Dominguez,2,Yes,15-May,2736.6,2818.1,2117.1,,,,AF,CII quantity of water includes all non-residential sales.,142161,58.2,"The numbers for the Water Waste Complaints, Contact Follow-ups, and Warning Actions includes the California Water Service Company Palos Verdes (491) and California Water Service Company Hermosa/Redondo (467) service areas. ",,NULL,No,"891,725,015","918,281,906","689,860,056",58.3,28.8,No Correction,South Coast
California Water Service Company Dominguez,2,Yes,15-Apr,3131.8,2728.7,,,,,AF,,142215,74.4,,,NULL,No,"1,020,501,499","889,150,789",Null,74.4,31.1,No Correction,South Coast
California Water Service Company Dominguez,2,Yes,15-Mar,2999.9,2414.3,,,,,AF,,142196,71.3,,,NULL,No,"977,521,696","786,703,100",Null,71.4,32.2,No Correction,South Coast
California Water Service Company Dominguez,2,Yes,15-Feb,2351,2088,,,,,AF,,142155,69,,,NULL,No,"766,076,705","680,377,780",Null,69.3,36,No Correction,South Coast
California Water Service Company Dominguez,2,Yes,15-Jan,2314,2199,,,,,AF,,142202,63,,,NULL,No,"754,020,202","716,547,288",Null,63.3,37,No Correction,South Coast
California Water Service Company Dominguez,2,Yes,14-Dec,2186,2948,,,,,AF,,142168,57,,,NULL,No,"712,311,219","960,610,007",Null,56.6,35,No Correction,South Coast
California Water Service Company Dominguez,2,Yes,14-Nov,2489,2732,,,,,AF,,142272,75,,,NULL,No,"811,044,202","890,226,099",Null,76,40,No Correction,South Coast
California Water Service Company Dominguez,2,Yes,14-Oct,2877,3065,,,,,AF,,142187,71,,,NULL,No,"937,474,555","998,734,624",Null,70.2,33,No Correction,South Coast
California Water Service Company Dominguez,2,Yes,14-Sep,3017,3409,,,,,AF,,142212,79,,,NULL,No,"983,093,755","1,110,827,515",Null,78.3,34,No Correction,South Coast
California Water Service Company Dominguez,2,No,14-Aug,3225,3508,,,,,AF,,141801,,,,NULL,No,"1,050,870,852","1,143,086,806",Null,88.5,37,No Correction,South Coast
California Water Service Company Dominguez,2,No,14-Jul,3156,3177,,,,,AF,,141801,,,,NULL,No,"1,028,387,104","1,035,229,984",Null,84.2,36,No Correction,South Coast
California Water Service Company Dominguez,2,No,14-Jun,3173,2790,,,,,AF,,141801,,,,NULL,No,"1,033,926,578","909,125,481",Null,85.1,35,No Correction,South Coast
Hayward  City of,Stage 1,Yes,15-Aug,477831,829110,111909,0,0,0,CCF,,152889,45,,,8%,No,"357,442,410","620,217,351","83,713,745",45.3,60,No Correction,San Francisco Bay
Hayward  City of,Stage 1,Yes,15-Jul,604915,847890,260686,0,0,0,CCF,,152889,48,,,8%,No,"452,507,844","634,265,766","195,006,670",47.7,50,No Correction,San Francisco Bay
Hayward  City of,Stage 1,Yes,15-Jun,516466,746705,165524,0,0,0,CCF,,151037,57,,,8%,No,"386,343,397","558,574,130","123,820,551",57.1,67,No Correction,San Francisco Bay
Hayward  City of,Stage 1,Yes,15-May,491068,748370,203617,0,0,0,CCF,,151037,43,,,NULL,No,"367,344,374","559,819,636","152,316,093",43.2,55,No Correction,San Francisco Bay
Hayward  City of,Stage 1,Yes,15-Apr,531858,542050,,,,,CCF,,151037,50,,,NULL,No,"397,857,413","405,481,558",Null,50,57,No Correction,San Francisco Bay
Hayward  City of,Stage 1,Yes,15-Mar,464672,414415,,,,0,CCF,,151037,61,,,NULL,No,"347,598,795","310,003,948",Null,60.9,82,No Correction,San Francisco Bay
Hayward  City of,Stage 1,Yes,15-Feb,474690,482460,,,,,CCF,,151037,47,,,NULL,No,"355,092,779","360,905,143",Null,47,56,No Correction,San Francisco Bay
Hayward  City of,Stage 1,Yes,15-Jan,562255,575385,,,,,CCF,,151037,52,,,NULL,No,"420,595,948","430,417,870",Null,52.1,58,No Correction,San Francisco Bay
Hayward  City of,Stage 1,No,14-Dec,418812,473085,,,,,CCF,,151037,52,,,NULL,No,"313,293,132","353,892,156",Null,51.5,77,No Correction,San Francisco Bay
Hayward  City of,Stage 1,Yes,14-Nov,543049,561230,,,,,CCF,,151037,52,,,NULL,No,"406,228,862","419,829,195",Null,52,58,No Correction,San Francisco Bay
Hayward  City of,Stage 1,Yes,14-Oct,650951,710249,,,,,CCF,,151037,64,,,NULL,No,"486,945,164","531,303,148",Null,64.5,62,No Correction,San Francisco Bay
Hayward  City of,Stage 1,Yes,14-Sep,607766,756048,,,,,CCF,,151037,52,,,NULL,No,"454,640,540","565,563,179",Null,52.2,52,No Correction,San Francisco Bay
Hayward  City of,Stage 1,Yes,14-Aug,696144,829110,,,,,CCF,,151037,,,,NULL,No,"520,751,875","620,217,351",Null,69,62,No Correction,San Francisco Bay
Hayward  City of,Stage I,Yes,14-Jul,676885,847890,,,,,CCF,,151037,,,,NULL,No,"506,345,143","634,265,766",Null,64.9,60,No Correction,San Francisco Bay
Hayward  City of,Stage I,Yes,14-Jun,659485,746705,,,,,CCF,,151037,,,,NULL,No,"493,329,039","558,574,130",Null,65.3,60,No Correction,San Francisco Bay
California Water Service Company Hermosa/Redondo,2,Yes,15-Aug,967.7,1164.4,207.9,,,,AF,CII quantity of water includes all non-residential sales,95829,80.5,,,20%,No,"315,326,426","379,421,402","67,744,512",80.5,75.8,No Correction,South Coast
California Water Service Company Hermosa/Redondo,2,Yes,15-Jul,937.1,1181.1,234.3,,,,AF,CII quantity of water includes all non-residential sales.,95792,76.4,"The numbers for the Water Waste Complaints, Contact Follow-ups, and Warning Actions have been combined with California Water Service Company Dominguez (465).",,20%,No,"305,355,372","384,863,120","76,346,989",76.4,74.3,No Correction,South Coast
California Water Service Company Hermosa/Redondo,2,Yes,15-Jun,910.2,1139.9,207,,,,AF,CII quantity of water includes all non-residential sales.,95750,78.4,"The numbers for the Water Waste Complaints, Contact Follow-ups, and Warning Actions have been combined with California Water Service Company Dominguez (465).",,20%,No,"296,589,969","371,438,042","67,451,245",78.5,76,No Correction,South Coast
California Water Service Company Hermosa/Redondo,2,Yes,15-May,909.2,1123.2,191,,,,AF,CII quantity of water includes all non-residential sales.,95699,77,"The numbers for the Water Waste Complaints, Contact Follow-ups, and Warning Actions have been included with California Water Service Company Dominguez (465). ",,NULL,No,"296,264,117","365,996,323","62,237,623",77,77.1,No Correction,South Coast
California Water Service Company Hermosa/Redondo,2,Yes,15-Apr,910.1,1026.7,,,,,AF,,95723,77.8,,,NULL,No,"296,557,384","334,551,660",Null,77.8,75.3,No Correction,South Coast
California Water Service Company Hermosa/Redondo,2,Yes,15-Mar,945.4,988.2,,,,,AF,,95730,79.9,,,NULL,No,"308,059,939","322,006,380",Null,79.9,77,No Correction,South Coast
California Water Service Company Hermosa/Redondo,2,Yes,15-Feb,842,834,,,,,AF,,95739,80,,,NULL,No,"274,366,902","271,760,090",Null,79.8,78,No Correction,South Coast
California Water Service Company Hermosa/Redondo,2,Yes,15-Jan,886,909,,,,,AF,,95688,76,,,NULL,No,"288,704,364","296,198,947",Null,75.9,78,No Correction,South Coast
California Water Service Company Hermosa/Redondo,2,Yes,14-Dec,815,689,,,,,AF,,95640,69,,,NULL,No,"265,568,913","224,511,633",Null,69,77,No Correction,South Coast
California Water Service Company Hermosa/Redondo,2,Yes,14-Nov,984,993,,,,,AF,,95612,82,,,NULL,No,"320,637,804","323,570,467",Null,82.7,74,No Correction,South Coast
California Water Service Company Hermosa/Redondo,2,Yes,14-Oct,1120,1102,,,,,AF,,95629,93,,,NULL,No,"364,953,598","359,088,273",Null,92.3,75,No Correction,South Coast
California Water Service Company Hermosa/Redondo,2,Yes,14-Sep,1068,1148,,,,,AF,,95623,93,,,NULL,No,"348,009,324","374,077,438",Null,93.4,77,No Correction,South Coast
California Water Service Company Hermosa/Redondo,2,No,14-Aug,1126,1164,,,,,AF,,95493,,,,NULL,No,"366,908,707","379,291,061",Null,94.2,76,No Correction,South Coast
California Water Service Company Hermosa/Redondo,2,No,14-Jul,1181,1181,,,,,AF,,95493,,,,NULL,No,"384,830,535","384,830,535",Null,101.4,78,No Correction,South Coast
California Water Service Company Hermosa/Redondo,2,No,14-Jun,1134,1140,,,,,AF,,95493,,,,NULL,No,"369,515,518","371,470,627",Null,95.4,74,No Correction,South Coast
California Water Service Company King City,2,Yes,15-Aug,138.9,158.4,61.8,,,,AF,CII quantity of water includes all non-residential sales,14802,53,,,12%,No,"45,260,763","51,614,866","20,137,618",53.1,53.8,No Correction,Central Coast
California Water Service Company King City,2,Yes,15-Jul,140,191.7,61.1,,,,AF,CII quantity of water includes all non-residential sales.,14814,54.1,,,12%,No,"45,619,200","62,465,719","19,909,522",54.1,54.5,No Correction,Central Coast
California Water Service Company King City,2,Yes,15-Jun,134.7,179.4,66.9,,,,AF,CII quantity of water includes all non-residential sales.,14818,48.8,,,12%,No,"43,892,187","58,457,746","21,799,460",48.8,49.4,No Correction,Central Coast
California Water Service Company King City,2,Yes,15-May,134.1,178.7,52.8,,,,AF,CII quantity of water includes all non-residential sales.,14798,51.2,,,NULL,No,"43,696,676","58,229,650","17,204,955",51.2,53.8,No Correction,Central Coast
California Water Service Company King City,2,Yes,15-Apr,118.8,152.2,,,,,AF,,14778,49.1,,,NULL,No,"38,711,150","49,594,587",Null,49.1,56.2,No Correction,Central Coast
California Water Service Company King City,2,Yes,15-Mar,122,129.3,,,,,AF,,14726,49.8,,,NULL,No,"39,753,874","42,132,590",Null,49.8,57.2,No Correction,Central Coast
California Water Service Company King City,2,Yes,15-Feb,97,94,,,,,AF,,14734,46,,,NULL,No,"31,607,588","30,630,034",Null,45.2,59,No Correction,Central Coast
California Water Service Company King City,2,Yes,15-Jan,100,95,,,,,AF,,14754,40,,,NULL,No,"32,585,143","30,955,886",Null,40.6,57,No Correction,Central Coast
California Water Service Company King City,2,Yes,14-Dec,94,123,,,,,AF,,14734,36,,,NULL,No,"30,630,034","40,079,726",Null,36.2,54,No Correction,Central Coast
California Water Service Company King City,2,Yes,14-Nov,113,143,,,,,AF,,14750,42,,,NULL,No,"36,821,211","46,596,754",Null,41.6,50,No Correction,Central Coast
California Water Service Company King City,2,Yes,14-Oct,153,171,,,,,AF,,14754,52,,,NULL,No,"49,855,268","55,720,594",Null,51.2,47,No Correction,Central Coast
California Water Service Company King City,2,Yes,14-Sep,161,161,,,,,AF,,14572,68,,,NULL,No,"52,462,080","52,462,080",Null,67.2,56,No Correction,Central Coast
California Water Service Company King City,2,No,14-Aug,167,158,,,,,AF,,13427,,,,NULL,No,"54,417,188","51,484,525",Null,64.1,49,No Correction,Central Coast
California Water Service Company King City,2,No,14-Jul,180,192,,,,,AF,,13427,,,,NULL,No,"58,653,257","62,563,474",Null,71.9,51,No Correction,Central Coast
California Water Service Company King City,2,No,14-Jun,174,179,,,,,AF,,13427,,,,NULL,No,"56,698,148","58,327,405",Null,74.6,53,No Correction,Central Coast
Yucaipa Valley Water District,Mandatory Stage,Yes,15-Aug,352.07,478.58,15.5,0,0,82.99,MG,"The Percentage of Residential Use is based on the amount of water consumed by single family and multi-family accounts for the month of August 2015. ***** The Total Population Served was automatically provided by the SWRCB as 44,896. This figure was changed to 44,468 for this reporting period based on active customer accounts as of August 31, 2015. The population served is evaluated and updated each month by YVWD based on the number of active service connections. Please advise if this updated population figure is not properly transmitted with this reporting form. ***** The amount of recycled water entered is for direct deliveries and construction water. This figure does not include the recharge of recycled water.****** Based on the data collected for August 2015, the Yucaipa Valley Water District achieved a 26.4% reduction in potable water use compared to August 2013 plus a 19.1% use of the direct delivery of recycled water. While the Yucaipa Valley Water District continues to strive for a 36% reduction in potable water use only, the total savings of 26.4% plus 19.1% reduced our overall potable water use by 45.5% in August 2015.",44468,222,"Please see the correspondence from Yucaipa Valley Water District sent to Christian Carrigan, Director, Office of Enforcement dated August 18, 2015, pursuant to the Notice of Violation for Failure to Meet Water Conservation Standard and Order for Additional Information.",,36%,No,"352,070,000","478,580,000","15,500,000",222.2,87,No Correction,South Coast
Yucaipa Valley Water District,Mandatory Stage,Yes,15-Jul,336.7,467.55,17.4,0,0,65.94,MG,"The Percentage of Residential Use is based on the amount of water consumed by single family and multi-family accounts for the month of July 2015. ***** The Total Population Served was automatically provided by the SWRCB as 44,896. This figure was changed to 44,171 for this reporting period based on active customer accounts as of July 31, 2015. The population served is evaluated and updated each month by YVWD based on the number of active service connections. Please advise if this updated population figure is not properly transmitted with this reporting form. ***** The amount of recycled water entered is for direct deliveries and construction water. This figure does not include the recharge of recycled water.****** Based on the data collected for July 2015, the Yucaipa Valley Water District achieved a 28.0% reduction in potable water use compared to July 2013 plus a 16.4% use of the direct delivery of recycled water.  While the Yucaipa Valley Water District continues to strive for a 36% reduction in potable water use, the total savings of 28.0% plus 16.4% reduced our overall potable water use by 44.4% in July 2015.",44171,214,"Please see correspondence sent to Christian Carrigan, Director, Office of Enforcement dated August 18, 2015, from the Yucaipa Valley Water District pursuant to the Notice of Violation for Failure to Meet Water Conservation Standard and Order for Additional Information.  ","Please see correspondence sent to Christian Carrigan, Director, Office of Enforcement dated August 18, 2015, from the Yucaipa Valley Water District pursuant to the Notice of Violation for Failure to Meet Water Conservation Standard and Order for Additional Information.  ",36%,No,"336,700,000","467,550,000","17,400,000",213.9,87,No Correction,South Coast
